,장기요양기관기호,장기요양기관유형코드,장기요양기관이름,시도코드,시군구코드,장기요양기관지정일,설치신고일자
3000,31156000303,C01,참사랑재가복지,11,560,20191227,20191227
3001,31159000004,C01,사당실버요양보호서비스센터,11,590,20080609,20080519
3002,31159000004,C02,사당실버요양보호서비스센터,11,590,20080609,20080519
3003,31159000017,C01,나누미 방문요양센터,11,590,20080814,20080814
3004,31159000017,C02,나누미 방문요양센터,11,590,20080814,20080814
3005,31159000018,C05,중앙대학교병원방문간호센터,11,590,20080901,20080829
3006,31159000020,C01,한주노인복지센터,11,590,20080910,20080910
3007,31159000026,C06,중앙의료기,11,590,20081212,20081212
3008,31159000036,C01,장솔노인복지센터,11,590,20090302,20090302
3009,31159000036,C02,장솔노인복지센터,11,590,20090302,20090302
3010,31159000037,C06,강남의료기,11,590,20090304,20090304
3011,31159000042,C06,(주)종로건강,11,590,20090415,20090415
3012,31159000045,C01,한빛재가노인복지센터,11,590,20090522,20090522
3013,31159000045,C02,한빛재가노인복지센터,11,590,20090522,20090522
3014,31159000047,C01,맞춤형방문요양서비스센터,11,590,20090529,20090529
3015,31159000047,C02,맞춤형방문요양서비스센터,11,590,20090529,20090529
3016,31159000047,C05,맞춤형방문요양서비스센터,11,590,20090529,20090529
3017,31159000051,C01,참빛방문요양서비스센터,11,590,20090708,20090708
3018,31174000023,C02,효도사랑 요양보호사 파견센터,11,740,20080709,20080627
3019,31174000025,C06,이원건강의료기,11,740,20080709,20080121
3020,31174000027,C01,해피죤재가방문요양센터,11,740,20080715,20080715
3021,31174000027,C02,해피죤재가방문요양센터,11,740,20080715,20080715
3022,31174000031,C06,대양의료기,11,740,20080728,20080728
3023,31174000032,C06,천호의료기상사,11,740,20080807,20080807
3024,31174000044,C01,케어사랑 노인복지(강동점),11,740,20081201,20081128
3025,31174000044,C02,케어사랑 노인복지(강동점),11,740,20081201,20081128
3026,31174000059,C01,'한빛'재가요양센터,11,740,20090327,20090327
3027,31174000059,C02,'한빛'재가요양센터,11,740,20090327,20090327
3028,31174000062,C01,''강동오륜''방문요양센터,11,740,20090330,20090330
3029,31174000062,C02,''강동오륜''방문요양센터,11,740,20090330,20090330
3030,31174000062,C06,''강동오륜''방문요양센터,11,740,20090330,20090330
3031,31174000065,C01,웃음드림방문요양센터,11,740,20090401,20090401
3032,31174000065,C02,웃음드림방문요양센터,11,740,20090401,20090401
3033,31174000072,C01,새희망 재가장기요양센터,11,740,20090527,20090527
3034,31174000072,C02,새희망 재가장기요양센터,11,740,20090527,20090527
3035,31174000073,C01,한마음 노인요양센터,11,740,20090703,20090703
3036,31174000073,C02,한마음 노인요양센터,11,740,20090703,20090703
3037,31174000087,C01,희망천사 요양센터,11,740,20090812,20090730
3038,31174000087,C02,희망천사 요양센터,11,740,20090812,20090730
3039,31174000095,C01,서강어르신돌봄센터,11,740,20090918,20090918
3040,31174000095,C02,서강어르신돌봄센터,11,740,20090918,20090918
3041,31174000097,C01,대한복지사랑회,11,740,20091022,20091022
3042,31174000097,C02,대한복지사랑회,11,740,20091022,20091022
3043,31174000097,C05,대한복지사랑회,11,740,20091022,20091022
3044,31132000390,C02,감동케어재가노인복지센터,11,320,20170323,20170323
3045,31132000397,C04,강북재활요양원,11,320,20170501,20170501
3046,31132000398,C01,스마일시니어 참조은 재가장기요양기관,11,320,20170516,20170516
3047,31132000398,C02,스마일시니어 참조은 재가장기요양기관,11,320,20170516,20170516
3048,31132000399,C01,가족행복 방문요양센터,11,320,20170519,20170519
3049,31132000399,C02,가족행복 방문요양센터,11,320,20170519,20170519
3050,31132000400,C01,(주)성심복지법인성심데이케어센터,11,320,20170601,20170601
3051,31132000400,C02,(주)성심복지법인성심데이케어센터,11,320,20170601,20170601
3052,31147000317,C01,엔젤재가복지센터,11,470,20160520,20160520
3053,31147000317,C02,엔젤재가복지센터,11,470,20160520,20160520
3054,31147000319,C01,토브노인재가센타,11,470,20160701,20160701
3055,31147000325,C01,비둘기 노인복지센터,11,470,20161208,20161208
3056,31147000325,C02,비둘기 노인복지센터,11,470,20161208,20161208
3057,31147000326,C01,사랑재가센터,11,470,20161229,20161229
3058,31147000326,C02,사랑재가센터,11,470,20161229,20161229
3059,31147000328,C06,늘봄복지용구센터,11,470,20161230,20161230
3060,31147000331,C01,플러스 재가복지,11,470,20170407,20170407
3061,31147000331,C02,플러스 재가복지,11,470,20170407,20170407
3062,31147000332,C01,행복바라기 재가복지센터,11,470,20170510,20170510
3063,31147000332,C02,행복바라기 재가복지센터,11,470,20170510,20170510
3064,31147000338,C06,나래의료기(양천점),11,470,20170711,20170711
3065,31147000339,C01,동행재가노인복지센터,11,470,20170814,20170814
3066,31147000339,C02,동행재가노인복지센터,11,470,20170814,20170814
3067,31147000341,C01,꿈마을 재가요양센터,11,470,20170912,20170912
3068,31147000341,C02,꿈마을 재가요양센터,11,470,20170912,20170912
3069,31147000342,C01,참조은 재가복지센터,11,470,20170919,20170919
3070,31147000342,C02,참조은 재가복지센터,11,470,20170919,20170919
3071,31147000343,C01,수아성  재가복지센터,11,470,20171020,20171020
3072,31147000343,C02,수아성  재가복지센터,11,470,20171020,20171020
3073,31147000344,C01,로하스노인복지센터,11,470,20171103,20171103
3074,31147000344,C02,로하스노인복지센터,11,470,20171103,20171103
3075,31147000345,C01,가온재가복지센터,11,470,20171204,20171204
3076,31147000345,C02,가온재가복지센터,11,470,20171204,20171204
3077,31147000351,C01,우리재가요양센터,11,470,20180323,20180323
3078,31147000351,C02,우리재가요양센터,11,470,20180323,20180323
3079,31147000352,C06,굿모닝의료기,11,470,20180326,20180326
3080,31147000353,C01,손과발재가노인복지센터,11,470,20180402,20180402
3081,31147000353,C02,손과발재가노인복지센터,11,470,20180402,20180402
3082,31147000355,C01,연세재가복지센터,11,470,20180410,20180410
3083,31147000355,C02,연세재가복지센터,11,470,20180410,20180410
3084,31147000357,C01,한마음가족사랑복지센터,11,470,20180419,20180419
3085,31147000359,C01,다사랑방문요양센터,11,470,20180814,20180814
3086,31147000359,C02,다사랑방문요양센터,11,470,20180814,20180814
3087,31147000359,C05,다사랑방문요양센터,11,470,20180814,20180814
3088,31147000360,C01,늘사랑노인복지센터,11,470,20180824,20180824
3089,31147000360,C02,늘사랑노인복지센터,11,470,20180824,20180824
3090,31147000361,C01,풀향기재가복지센터,11,470,20180910,20180910
3091,31147000361,C02,풀향기재가복지센터,11,470,20180910,20180910
3092,31147000363,C01,효재가노인복지센터,11,470,20181018,20181018
3093,31147000363,C02,효재가노인복지센터,11,470,20181018,20181018
3094,31147000364,C06,사운드메이트,11,470,20181018,20181018
3095,31147000367,C01,양천따뜻한손길 재가복지센터,11,470,20181101,20181101
3096,31147000367,C02,양천따뜻한손길 재가복지센터,11,470,20181101,20181101
3097,31147000369,C01,평강재가장기요양기관,11,470,20181123,20181123
3098,31147000369,C02,평강재가장기요양기관,11,470,20181123,20181123
3099,31147000371,C01,온마음담은노인복지센터,11,470,20181126,20181126
3100,31147000371,C02,온마음담은노인복지센터,11,470,20181126,20181126
3101,31147000373,C01,A+한마음재가복지센터,11,470,20181221,20181221
3102,31147000373,C02,A+한마음재가복지센터,11,470,20181221,20181221
3103,31147000374,C01,소나무재가복지센터,11,470,20181228,20181228
3104,31147000377,C01,온누리재가노인복지센터,11,470,20190129,20190129
3105,31147000377,C02,온누리재가노인복지센터,11,470,20190129,20190129
3106,31147000378,C01,가나안노인복지센터,11,470,20190131,20190131
3107,31147000378,C02,가나안노인복지센터,11,470,20190131,20190131
3108,31147000379,C01,봄재가복지센터,11,470,20190225,20190225
3109,31147000379,C02,봄재가복지센터,11,470,20190225,20190225
3110,31147000380,C01,하은재가복지센터,11,470,20190227,20190227
3111,31147000380,C02,하은재가복지센터,11,470,20190227,20190227
3112,31147000382,C01,행복한복지센터,11,470,20190405,20190405
3113,31147000382,C02,행복한복지센터,11,470,20190405,20190405
3114,31147000387,C01,사랑숲어르신복지센터,11,470,20190424,20190424
3115,31147000387,C02,사랑숲어르신복지센터,11,470,20190424,20190424
3116,31147000392,C01,아리아케어 방문요양 양천신정센터,11,470,20190722,20190722
3117,31147000392,C02,아리아케어 방문요양 양천신정센터,11,470,20190722,20190722
3118,31147000409,C06,주식회사 해피에이징,11,470,20191204,20191204
3119,31150000001,C01,"""(A)""+a해늘",11,500,20080509,20080509
3120,31150000001,C02,"""(A)""+a해늘",11,500,20080509,20080509
3121,31150000001,C05,"""(A)""+a해늘",11,500,20080509,20080509
3122,31150000001,C06,"""(A)""+a해늘",11,500,20080509,20080509
3123,31150000006,C01,나무숲재가복지센터,11,500,20080602,20080602
3124,31150000006,C02,나무숲재가복지센터,11,500,20080602,20080602
3125,31150000006,C03,나무숲재가복지센터,11,500,20080602,20080602
3126,31150000011,C01,"""(A)""+행복한재가복지센터",11,500,20080605,20080605
3127,31150000011,C02,"""(A)""+행복한재가복지센터",11,500,20080605,20080605
3128,31159000051,C02,참빛방문요양서비스센터,11,590,20090708,20090708
3129,31159000055,C01,액티피아재가센터,11,590,20090814,20090814
3130,31159000055,C02,액티피아재가센터,11,590,20090814,20090814
3131,31159000055,C06,액티피아재가센터,11,590,20090814,20090814
3132,31159000067,C01,청운방문요양센터,11,590,20091221,20091221
3133,31159000077,C01,성은노인복지센타,11,590,20100224,20100222
3134,31159000083,C01,으뜸방문요양센타,11,590,20100517,20100517
3135,31159000084,C01,성애노인복지센터,11,590,20100617,20100617
3136,31159000084,C02,성애노인복지센터,11,590,20100617,20100617
3137,31159000087,C01,현대홈케어,11,590,20100816,20100816
3138,31159000087,C02,현대홈케어,11,590,20100816,20100816
3139,31159000090,C06,100세동안 사당점,11,590,20101130,20101130
3140,31159000093,C01,강남노인복지센터,11,590,20110114,20110114
3141,31159000097,C01,늘푸른방문요양센타,11,590,20110322,20110322
3142,31159000097,C02,늘푸른방문요양센타,11,590,20110322,20110322
3143,31159000098,C01,서울실버재가복지센터,11,590,20110401,20110401
3144,31159000098,C02,서울실버재가복지센터,11,590,20110401,20110401
3145,31159000101,C01,소망방문요양센터,11,590,20110506,20110506
3146,31159000101,C02,소망방문요양센터,11,590,20110506,20110506
3147,31159000101,C05,소망방문요양센터,11,590,20110506,20110506
3148,31159000108,C06,(사)굿하트 전문사례관리 동작재가센터,11,590,20110801,20110721
3149,31159000117,C01,한마음꿈터복지재단,11,590,20111231,20111231
3150,31159000117,C02,한마음꿈터복지재단,11,590,20111231,20111231
3151,31159000121,C01,행복 티뷰크 재가복지센터,11,590,20120409,20120409
3152,31159000121,C02,행복 티뷰크 재가복지센터,11,590,20120409,20120409
3153,31159000125,C06,사당프라자약국,11,590,20120820,20120820
3154,31159000127,C01,주성천사노인복지센터,11,590,20120901,20120901
3155,31159000128,C01,인우케어,11,590,20121019,20121019
3156,31159000128,C02,인우케어,11,590,20121019,20121019
3157,31159000128,C05,인우케어,11,590,20121019,20121019
3158,31159000132,C01,엔젤 홈 방문요양센터,11,590,20121226,20121226
3159,31159000132,C02,엔젤 홈 방문요양센터,11,590,20121226,20121226
3160,31159000132,C06,엔젤 홈 방문요양센터,11,590,20121226,20121226
3161,31159000133,C01,복지웰빙종합센터,11,590,20130308,20130308
3162,31159000133,C02,복지웰빙종합센터,11,590,20130308,20130308
3163,31159000144,C01,실로암요양보호센터,11,590,20131114,20131114
3164,31159000144,C02,실로암요양보호센터,11,590,20131114,20131114
3165,31159000146,C01,실버시티 재가노인복지센터,11,590,20140117,20140117
3166,31159000146,C02,실버시티 재가노인복지센터,11,590,20140117,20140117
3167,31159000150,C01,아름다운 실버센터,11,590,20140421,20140421
3168,31159000150,C02,아름다운 실버센터,11,590,20140421,20140421
3169,31159000160,C01,상도재가복지센터,11,590,20141127,20141126
3170,31123000104,C02,함께하는재가복지센터,11,230,20100810,20100810
3171,31123000110,C01,홍제노인복지센터,11,230,20101201,20101201
3172,31123000116,C01,참조은노인복지센터,11,230,20110314,20110314
3173,31123000116,C02,참조은노인복지센터,11,230,20110314,20110314
3174,31123000118,C01,사랑나눔노인복지센터,11,230,20110321,20110321
3175,31123000118,C02,사랑나눔노인복지센터,11,230,20110321,20110321
3176,31123000119,C01,가족사랑노인복지센터,11,230,20110420,20110420
3177,31123000119,C02,가족사랑노인복지센터,11,230,20110420,20110420
3178,31123000119,C05,가족사랑노인복지센터,11,230,20110420,20110420
3179,31123000121,C06,헬스마일(장안점),11,230,20110623,20110623
3180,31123000122,C01,소풍재가복지센터,11,230,20110718,20110718
3181,31123000122,C02,소풍재가복지센터,11,230,20110718,20110718
3182,31123000132,C01,희망노인복지센터,11,230,20120201,20120201
3183,31123000132,C02,희망노인복지센터,11,230,20120201,20120201
3184,31123000137,C01,119노인복지센터,11,230,20121002,20121002
3185,31123000137,C02,119노인복지센터,11,230,20121002,20121002
3186,31123000141,C01,미소천사복지센터,11,230,20121128,20121128
3187,31123000141,C02,미소천사복지센터,11,230,20121128,20121128
3188,31123000152,C06,(주)장안의료기,11,230,20130516,20130516
3189,31123000153,C01,시니어스초이스동대문지점,11,230,20130804,20121029
3190,31123000153,C02,시니어스초이스동대문지점,11,230,20130804,20121029
3191,31123000157,C01,효노인복지센터,11,230,20131017,20131017
3192,31123000157,C02,효노인복지센터,11,230,20131017,20131017
3193,31123000164,C01,동대문구노인복지센터,11,230,20131230,20131230
3194,31123000164,C02,동대문구노인복지센터,11,230,20131230,20131230
3195,31123000165,C06,바드림 복지용구,11,230,20131230,20131230
3196,31123000168,C01,은빛재가노인복지센터,11,230,20140416,20140416
3197,31123000168,C02,은빛재가노인복지센터,11,230,20140416,20140416
3198,31123000173,C01,가나안재가복지센터,11,230,20140805,20140805
3199,31123000173,C02,가나안재가복지센터,11,230,20140805,20140805
3200,31123000178,C01,성산재가복지센터,11,230,20141010,20141010
3201,31123000178,C02,성산재가복지센터,11,230,20141010,20141010
3202,31123000180,C01,청도재가노인복지센터,11,230,20141110,20141110
3203,31123000180,C02,청도재가노인복지센터,11,230,20141110,20141110
3204,31123000184,C01,청솔노인복지센터,11,230,20150202,20150202
3205,31123000196,C01,무지개 재가 노인 방문요양센터,11,230,20150615,20150615
3206,31123000196,C02,무지개 재가 노인 방문요양센터,11,230,20150615,20150615
3207,31123000197,C06,명신약품,11,230,20150618,20150618
3208,31123000203,C01,장안노인복지센터,11,230,20150907,20150907
3209,31123000205,C06,경동의료기상사,11,230,20150918,20150918
3210,31123000208,C01,나누리재가복지센터,11,230,20151002,20151002
3211,31123000208,C02,나누리재가복지센터,11,230,20151002,20151002
3212,31123000209,C01,올인노인복지센터,11,230,20151023,20151023
3213,31123000209,C02,올인노인복지센터,11,230,20151023,20151023
3214,31123000210,C01,케어유방문요양복지센터,11,230,20151104,20151104
3215,31123000210,C02,케어유방문요양복지센터,11,230,20151104,20151104
3216,31123000211,C06,케어유복지용구,11,230,20151104,20151104
3217,31123000212,C06,웰케어강북,11,230,20151125,20151125
3218,31123000214,C01,모심노인복지센터,11,230,20160122,20160122
3219,31123000214,C02,모심노인복지센터,11,230,20160122,20160122
3220,31123000215,C01,선영재가복지센터,11,230,20160201,20160201
3221,31123000215,C02,선영재가복지센터,11,230,20160201,20160201
3222,31123000220,C01,소망노인복지센터,11,230,20160219,20160219
3223,31123000220,C02,소망노인복지센터,11,230,20160219,20160219
3224,31123000221,C01,금빛재가복지센터,11,230,20160219,20160219
3225,31123000221,C02,금빛재가복지센터,11,230,20160219,20160219
3226,31123000222,C06,경동복지상사,11,230,20160302,20160302
3227,31123000228,C01,한울재가복지센터,11,230,20160429,20160429
3228,31123000228,C02,한울재가복지센터,11,230,20160429,20160429
3229,31135000040,C01,파티마재가복지센터,11,350,20080702,20080702
3230,31135000040,C02,파티마재가복지센터,11,350,20080702,20080702
3231,31135000040,C05,파티마재가복지센터,11,350,20080702,20080702
3232,31135000044,C01,성민재가장기요양센터,11,350,20080710,20080709
3233,31135000044,C02,성민재가장기요양센터,11,350,20080710,20080709
3234,31135000047,C01,평화실버하우스,11,350,20080710,20080710
3235,31135000047,C02,평화실버하우스,11,350,20080710,20080710
3236,31135000049,C01,나눔과사랑 노인방문요양 파견센터,11,350,20080718,20080718
3237,31135000049,C02,나눔과사랑 노인방문요양 파견센터,11,350,20080718,20080718
3238,31135000049,C05,나눔과사랑 노인방문요양 파견센터,11,350,20080718,20080718
3239,31135000064,C01,엘림노인복지센터,11,350,20080917,20080909
3240,31135000064,C02,엘림노인복지센터,11,350,20080917,20080909
3241,31135000067,C01,늘푸른재가복지센타,11,350,20081029,20081029
3242,31135000067,C02,늘푸른재가복지센타,11,350,20081029,20081029
3243,31135000074,C01,부모사랑 사회복지센터,11,350,20081124,20081124
3244,31135000074,C02,부모사랑 사회복지센터,11,350,20081124,20081124
3245,31135000075,C01,가현재가장기요양기관,11,350,20081201,20081201
3246,31135000075,C02,가현재가장기요양기관,11,350,20081201,20081201
3247,31135000084,C01,사회복지법인 한국봉사회 북부다나을방문요양센터,11,350,20090223,20090223
3248,31135000084,C02,사회복지법인 한국봉사회 북부다나을방문요양센터,11,350,20090223,20090223
3249,31135000085,C01,삼성노인복지센터,11,350,20090311,20090311
3250,31135000085,C02,삼성노인복지센터,11,350,20090311,20090311
3251,31135000092,C01,노원실버사랑 간호요양센터,11,350,20090506,20090506
3252,31135000092,C02,노원실버사랑 간호요양센터,11,350,20090506,20090506
3253,31135000092,C05,노원실버사랑 간호요양센터,11,350,20090506,20090506
3254,31135000100,C01,재가복지센터 온누리,11,350,20090529,20090529
3255,31135000100,C02,재가복지센터 온누리,11,350,20090529,20090529
3256,31135000103,C01,경희간호요양센터,11,350,20090608,20090608
3257,31135000103,C02,경희간호요양센터,11,350,20090608,20090608
3258,31135000103,C05,경희간호요양센터,11,350,20090608,20090608
3259,31150000027,C01,가양맑은복지재가센터,11,500,20080711,20080711
3260,31150000031,C01,듬북나눔요양센터,11,500,20080801,20080801
3261,31150000045,C01,토란시니어스,11,500,20081016,20081016
3262,31150000045,C02,토란시니어스,11,500,20081016,20081016
3263,31150000048,C01,가족사랑재가케어 온맘터치 강서1호점,11,500,20081024,20081024
3264,31150000048,C02,가족사랑재가케어 온맘터치 강서1호점,11,500,20081024,20081024
3265,31150000050,C01,피스케어재가요양보호센터,11,500,20081105,20081105
3266,31150000050,C02,피스케어재가요양보호센터,11,500,20081105,20081105
3267,31150000051,C01,두란노재가장기요양기관,11,500,20081106,20081106
3268,31150000051,C02,두란노재가장기요양기관,11,500,20081106,20081106
3269,31150000056,C01,은혜방문요양,11,500,20081201,20081201
3270,31150000063,C01,에덴재가노인복지센터,11,500,20081231,20081231
3271,31150000063,C02,에덴재가노인복지센터,11,500,20081231,20081231
3272,31150000071,C01,천사희망케어,11,500,20090122,20090122
3273,31150000071,C02,천사희망케어,11,500,20090122,20090122
3274,31150000071,C06,천사희망케어,11,500,20090122,20090122
3275,31150000075,C01,"""""(A)""""+1+연세경로센터",11,500,20090216,20090216
3276,31150000075,C02,"""""(A)""""+1+연세경로센터",11,500,20090216,20090216
3277,31150000076,C01,효여요양재가복지센터,11,500,20090219,20090219
3278,31150000083,C01,부모사랑복지센터,11,500,20090320,20090320
3279,31150000083,C02,부모사랑복지센터,11,500,20090320,20090320
3280,31150000085,C01,새서울요양기관,11,500,20090331,20090331
3281,31150000085,C02,새서울요양기관,11,500,20090331,20090331
3282,31150000086,C01,기쁨재가복지센터,11,500,20090331,20090331
3283,31150000086,C02,기쁨재가복지센터,11,500,20090331,20090331
3284,31150000088,C01,강서제일실버센터,11,500,20090402,20090402
3285,31150000088,C02,강서제일실버센터,11,500,20090402,20090402
3286,31150000090,C01,서서울중앙재가복지센터,11,500,20090408,20090408
3287,31150000090,C02,서서울중앙재가복지센터,11,500,20090408,20090408
3288,31150000095,C06,신까치의료기,11,500,20090430,20090430
3289,31150000106,C01,(Hi) 하이케어서비스,11,500,20090703,20090703
3290,31159000162,C01,시니어스초이스 동작지점,11,590,20150303,20150303
3291,31159000162,C02,시니어스초이스 동작지점,11,590,20150303,20150303
3292,31159000163,C01,한마음나눔복지센터,11,590,20150327,20150327
3293,31159000163,C02,한마음나눔복지센터,11,590,20150327,20150327
3294,31159000166,C01,밀재가복지센터,11,590,20150619,20150619
3295,31159000170,C01,가나안복지센터,11,590,20151104,20151104
3296,31159000172,C01,만나재가복지센터,11,590,20151109,20151109
3297,31159000173,C01,참나무노인복지센터,11,590,20151207,20151204
3298,31159000173,C02,참나무노인복지센터,11,590,20151207,20151204
3299,31159000179,C01,하늘무지개어르신돌봄센터,11,590,20160302,20160226
3300,31159000179,C02,하늘무지개어르신돌봄센터,11,590,20160302,20160226
3301,31159000181,C01,가람재가복지센터,11,590,20160524,20160524
3302,31159000181,C02,가람재가복지센터,11,590,20160524,20160524
3303,31159000183,C01,우성방문요양센터,11,590,20160825,20160816
3304,31159000188,C01,나이팅게일 홈케어,11,590,20161107,20161107
3305,31159000188,C02,나이팅게일 홈케어,11,590,20161107,20161107
3306,31159000192,C01,서울방문요양센터,11,590,20170421,20170421
3307,31159000192,C02,서울방문요양센터,11,590,20170421,20170421
3308,31159000192,C05,서울방문요양센터,11,590,20170421,20170421
3309,31159000198,C01,동네노인돌봄재가센터,11,590,20180131,20180131
3310,31159000198,C02,동네노인돌봄재가센터,11,590,20180131,20180131
3311,31159000200,C01,효사랑재가요양센터,11,590,20180402,20180402
3312,31159000200,C02,효사랑재가요양센터,11,590,20180402,20180402
3313,31159000203,C01,명수대방문요양센터,11,590,20180806,20180806
3314,31159000203,C02,명수대방문요양센터,11,590,20180806,20180806
3315,31159000205,C01,기쁨방문요양센터,11,590,20180813,20180813
3316,31159000205,C02,기쁨방문요양센터,11,590,20180813,20180813
3317,31159000206,C01,동작재가노인복지센터,11,590,20180828,20180828
3318,31159000206,C02,동작재가노인복지센터,11,590,20180828,20180828
3319,31159000207,C01,동행방문요양센터,11,590,20180829,20180829
3320,31159000208,C01,어울림노인복지센터,11,590,20180927,20180927
3321,31159000208,C02,어울림노인복지센터,11,590,20180927,20180927
3322,31159000209,C01,굿모닝재가복지센터,11,590,20181001,20181001
3323,31159000209,C02,굿모닝재가복지센터,11,590,20181001,20181001
3324,31159000211,C01,섬김재가복지센터,11,590,20181203,20181203
3325,31159000211,C02,섬김재가복지센터,11,590,20181203,20181203
3326,31159000218,C01,동작구방문요양센터,11,590,20190326,20190326
3327,31159000218,C02,동작구방문요양센터,11,590,20190326,20190326
3328,31159000219,C06,한강의료기,11,590,20190327,20190327
3329,31159000221,C01,보금자리 방문요양센터,11,590,20190512,20190512
3330,31159000221,C02,보금자리 방문요양센터,11,590,20190512,20190512
3331,31159000223,C01,청솔재가노인복지센터,11,590,20190621,20190621
3332,31159000223,C02,청솔재가노인복지센터,11,590,20190621,20190621
3333,31159000224,C01,"""(A)행복나무홈케어",11,590,20190624,20190624
3334,31159000224,C02,"""(A)행복나무홈케어",11,590,20190624,20190624
3335,31159000225,C01,베스트 재가복지센터,11,590,20190624,20190624
3336,31159000225,C02,베스트 재가복지센터,11,590,20190624,20190624
3337,31159000226,C01,성대노인복지센터,11,590,20190718,20190718
3338,31159000227,C01,다사랑 노인복지센터,11,590,20190718,20190718
3339,31159000227,C02,다사랑 노인복지센터,11,590,20190718,20190718
3340,31159000228,C01,동행재가복지센터,11,590,20190802,20190802
3341,31159000229,C01,가가호호 방문요양센터,11,590,20190807,20190807
3342,31159000230,C01,소명나눔재가복지센터,11,590,20190812,20190812
3343,31159000230,C02,소명나눔재가복지센터,11,590,20190812,20190812
3344,31159000231,C01,정성재가복지센터,11,590,20190820,20190820
3345,31159000231,C02,정성재가복지센터,11,590,20190820,20190820
3346,31159000232,C01,성심재가복지요양센터,11,590,20190829,20190829
3347,31159000234,C01,굿재가복지센터,11,590,20190925,20190925
3348,31159000234,C02,굿재가복지센터,11,590,20190925,20190925
3349,31159000236,C01,아리아케어 방문요양 동작 사당센터,11,590,20191115,20191115
3350,31159000236,C02,아리아케어 방문요양 동작 사당센터,11,590,20191115,20191115
3351,31159000237,C01,지극정성 시니어 방문요양 센터,11,590,20191201,20191201
3352,31159000237,C02,지극정성 시니어 방문요양 센터,11,590,20191201,20191201
3353,31159000239,C01,다온누리 재가노인복지센터,11,590,20191216,20191216
3354,31159000241,C01,가족실버복지센타,11,590,20191219,20191219
3355,31159000241,C06,가족실버복지센타,11,590,20191219,20191219
3356,31159000242,C01,김선생 실버복지센타,11,590,20191219,20191219
3357,31159000242,C06,김선생 실버복지센타,11,590,20191219,20191219
3358,31123000231,C01,백합재가노인복지센터,11,230,20160608,20160608
3359,31123000231,C02,백합재가노인복지센터,11,230,20160608,20160608
3360,31123000234,C01,힐링소사이어티주식회사(효케어),11,230,20160707,20160707
3361,31123000235,C01,다솜데이케어센터,11,230,20160718,20160718
3362,31123000235,C02,다솜데이케어센터,11,230,20160718,20160718
3363,31123000235,C03,다솜데이케어센터,11,230,20160718,20160718
3364,31123000237,C06,도르가상사,11,230,20160728,20160728
3365,31123000238,C01,이현애재가노인복지센터,11,230,20160825,20160825
3366,31123000238,C02,이현애재가노인복지센터,11,230,20160825,20160825
3367,31123000239,C01,돌봄재가복지센터,11,230,20160824,20160824
3368,31123000239,C02,돌봄재가복지센터,11,230,20160824,20160824
3369,31123000240,C01,효플러스홈앤실버케어 재가노인복지센터,11,230,20160825,20160825
3370,31123000240,C02,효플러스홈앤실버케어 재가노인복지센터,11,230,20160825,20160825
3371,31123000242,C01,미소재가복지센터,11,230,20161011,20161011
3372,31123000242,C02,미소재가복지센터,11,230,20161011,20161011
3373,31123000244,C06,경희의료기,11,230,20161103,20161103
3374,31123000245,C01,실버재가복지센터,11,230,20161205,20161205
3375,31123000245,C02,실버재가복지센터,11,230,20161205,20161205
3376,31123000272,C01,다사랑재가복지센터,11,230,20180226,20180226
3377,31123000272,C02,다사랑재가복지센터,11,230,20180226,20180226
3378,31123000275,C01,채움노인재가요양센터,11,230,20180322,20180322
3379,31123000278,C01,에이스 통합요양센터,11,230,20180402,20180402
3380,31123000278,C02,에이스 통합요양센터,11,230,20180402,20180402
3381,31123000279,C01,정성재가복지센터,11,230,20180403,20180403
3382,31123000279,C02,정성재가복지센터,11,230,20180403,20180403
3383,31123000280,C01,실버사랑재가복지센터,11,230,20180430,20180430
3384,31123000280,C02,실버사랑재가복지센터,11,230,20180430,20180430
3385,31123000286,C01,(A+)가족사랑 재가노인복지센터,11,230,20180605,20180605
3386,31123000286,C02,(A+)가족사랑 재가노인복지센터,11,230,20180605,20180605
3387,31123000287,C01,부모님사랑 홈 케어,11,230,20180628,20180628
3388,31123000287,C02,부모님사랑 홈 케어,11,230,20180628,20180628
3389,31123000289,C01,룻요양보호사파견센타,11,230,20180730,20180730
3390,31123000289,C02,룻요양보호사파견센타,11,230,20180730,20180730
3391,31123000290,C01,은방울재가방문복지센터,11,230,20180907,20180907
3392,31123000290,C02,은방울재가방문복지센터,11,230,20180907,20180907
3393,31123000294,C01,시니어마레 방문요양센터,11,230,20181011,20181011
3394,31123000294,C02,시니어마레 방문요양센터,11,230,20181011,20181011
3395,31123000295,C01,하은재가복지센터,11,230,20181203,20181203
3396,31123000295,C02,하은재가복지센터,11,230,20181203,20181203
3397,31123000297,C01,"""수 노인복지센터",11,230,20190101,20190101
3398,31123000297,C02,"""수 노인복지센터",11,230,20190101,20190101
3399,31123000299,C06,고황의료기,11,230,20190416,20190416
3400,31123000300,C01,더 행복드림 재가복지센터,11,230,20190418,20190418
3401,31123000300,C02,더 행복드림 재가복지센터,11,230,20190418,20190418
3402,31123000304,C06,국희헬스케어,11,230,20190722,20190722
3403,31123000309,C01,말벗노인재가센터,11,230,20190906,20190906
3404,31123000309,C02,말벗노인재가센터,11,230,20190906,20190906
3405,31123000310,C01,고운손재가요양센터,11,230,20190906,20190906
